Date open F0008 F0009 F0034 F0011 F0007 F0036 F0035 F0010 F0014 blank  
2015-02-21_09-55-25 -- 246.269998411 249.067115959 251.199808671 255.08920831 247.829348151 253.341043674 251.68816169 251.050362585 257.108924328 -- 
2015-02-21_09-57-33 -- 247.078591978 249.631346104 251.597171723 255.127716139 248.166412538 253.727915376 252.062882014 251.343591605 257.545499366 -- 
2015-02-21_09-59-41 -- 246.72833169 249.455124582 251.282171865 255.217882651 248.269320248 253.357752491 251.867900797 251.363744564 258.048520552 -- 
2015-02-21_10-01-49 -- 245.825486252 248.89732296 251.038033084 254.764450703 247.681151694 253.152543063 251.667141541 251.052492025 256.733151815 -- 
2015-02-21_10-03-58 -- 245.048565635 248.180065175 250.490421806 254.718188522 246.703337723 252.793824865 251.046060783 250.04748806 257.835929479 -- 
2015-02-21_10-06-06 -- 241.75394154 246.104755037 249.245633464 254.479378921 244.386309019 251.960762984 249.796532916 248.669858254 258.203972908 -- 
2015-02-21_10-08-14 -- 239.25630219 244.468234911 247.864760827 254.414896025 242.63884461 251.465932993 248.774519121 247.268707876 -- -- 
2015-02-21_10-10-21 -- 236.733976288 242.671047541 246.667123287 254.201267348 240.881340322 250.87219434 247.759367456 246.042692932 258.249619762 -- 
2015-02-21_10-12-29 -- 241.170252567 245.76264603 249.067971308 254.778146797 243.904098798 252.433952424 249.951524869 248.776887626 258.093240717 -- 
2015-02-21_10-14-39 -- 229.8282307 238.026024573 243.270827689 253.532565826 235.888775393 249.527197831 244.635594692 242.431110965 253.819334284 -- 
2015-02-21_10-16-47 -- 221.266547815 232.818054245 239.679885348 253.32065164 230.76219494 247.869363682 241.808021593 238.51067282 258.247322933 -- 
2015-02-21_10-18-55 -- 225.77964742 235.587899118 241.935481687 253.52160519 233.958419639 248.346092858 243.229282764 240.949115503 258.443774513 -- 
2015-02-21_10-21-03 -- 221.721065011 232.904134562 239.516191195 253.386789907 231.667274619 247.792069904 241.652778462 238.681698426 258.513225882 -- 
2015-02-21_10-23-12 -- 221.312330278 232.462984435 238.946717065 253.372562313 231.636304201 247.099904298 240.915083448 237.375333798 257.454054365 -- 
2015-02-21_10-25-20 -- 213.706124603 227.936181677 235.555194256 252.778025946 227.080894299 246.362864502 238.792516549 235.005750576 257.679002875 -- 
2015-02-21_10-27-28 -- 207.320229938 224.705906453 233.80902172 252.590962739 223.820252028 245.566223008 237.401259174 233.358604137 257.679080107 -- 
2015-02-21_10-29-37 -- 213.041304813 227.884280206 236.069178012 252.78910774 226.266636509 246.099471558 238.836000384 234.774931919 256.897395146 -- 
2015-02-21_10-31-45 -- 215.569396761 229.508846416 237.254953634 253.349890024 228.3946859 247.270417645 240.094098588 236.374862325 257.443203913 -- 
2015-02-21_10-33-53 -- 220.637912264 232.386435059 239.28912127 253.664200213 231.228783971 247.663560983 241.253557233 237.725799442 257.70117859 -- 
2015-02-21_10-36-01 -- 220.39715602 232.018790547 238.406437798 253.137239349 230.985693358 247.283078346 241.062133864 237.859218709 257.247097804 -- 
2015-02-21_10-38-09 -- 217.92736007 230.603059087 237.848637151 253.434895985 229.904324133 247.497796748 240.582836774 236.723138813 -- -- 
2015-02-21_10-40-17 -- 214.476372828 228.545990321 236.103594239 252.979547004 227.448116329 246.055374781 239.012435225 234.793649333 258.039835007 -- 
2015-02-21_10-42-25 -- 210.017157989 226.230550367 234.707808663 253.090908215 225.659269555 245.862722238 237.841112466 233.410238726 258.361491505 -- 
2015-02-21_10-44-33 -- 210.769178228 226.532669428 234.563826915 253.252179992 226.254247339 246.179535279 238.348820318 233.670901633 257.135747756 -- 
2015-02-21_10-46-44 -- 211.207107188 226.775423618 235.161277145 253.421775543 226.651248407 245.957665835 238.327193286 234.116499891 256.933958176 -- 
2015-02-21_10-48-51 -- 214.109334856 228.17556255 236.097890959 253.477960554 228.521449883 246.567416791 239.251704176 235.46205902 258.238147464 -- 
2015-02-21_10-50-59 -- 220.828952886 232.225654342 238.527225339 253.994548575 232.34356738 247.901814614 241.6282644 238.259995416 258.524500247 -- 
2015-02-21_10-53-07 -- 227.032353828 235.986606579 241.244209712 254.339053115 234.253697404 248.46879325 242.010577924 238.542362424 257.954591378 -- 
2015-02-21_10-55-16 -- 219.981722889 231.899642944 238.39745947 253.771911025 232.178997942 248.065726017 241.268522455 238.030961933 258.559090059 -- 
2015-02-21_10-57-23 -- 220.029492945 231.962104774 238.646718853 254.012873624 232.8777517 248.282514626 242.082365002 238.749001958 258.306704751 -- 
2015-02-21_10-59-32 -- 224.415732623 234.506236481 240.602403751 254.711866569 234.879159415 249.27054475 243.191124094 239.812506486 259.082522906 -- 
2015-02-21_11-01-40 -- 218.312711081 230.973424772 238.776416065 254.262505325 229.979162521 248.431403794 241.519923209 237.376242415 258.255328652 -- 
2015-02-21_11-03-47 -- 204.644914027 223.414214912 233.709880213 253.5667049 221.660099598 246.288825947 237.175597214 232.014717623 258.842946116 -- 
2015-02-21_11-05-55 -- 201.998993273 222.48500045 233.267936814 253.536764775 222.941750508 246.48576722 237.81670924 232.844162807 258.007711524 -- 
2015-02-21_11-08-03 -- 201.605361527 222.305080416 233.270705394 253.840809741 220.976092209 246.593487622 237.357573198 232.059684254 258.203523916 -- 
2015-02-21_11-10-13 -- 191.172547462 217.610152441 231.149772608 253.776198518 215.936742475 245.712411791 235.834633824 229.644451733 258.51367915 -- 
2015-02-21_11-12-21 -- 198.95355562 221.084589358 232.59260788 253.67809277 220.221063847 246.30682705 237.391033286 231.990356618 259.331602467 -- 
2015-02-21_11-14-29 -- 198.27862323 221.045634051 232.918862026 253.958932151 221.259079127 246.660006006 237.880317733 232.776090971 257.928826518 -- 
2015-02-21_11-16-39 -- 207.211552671 225.547627666 235.478929952 254.039225567 224.827432778 247.254072063 239.240984584 234.800553093 258.367449942 -- 
2015-02-21_11-18-46 -- 195.564200005 219.67394971 232.18232871 253.80921965 217.312390346 246.298969073 236.579245827 230.521406794 259.89711407 -- 
2015-02-21_11-20-54 -- 197.186216331 221.828163142 233.12447084 254.023500662 218.016303573 246.380435479 237.420741522 232.564802487 260.094545261 -- 
2015-02-21_11-23-02 -- 201.972156852 222.761669958 233.414368298 253.926844239 220.384110851 246.101796003 237.309314007 231.983010355 259.329029552 -- 
2015-02-21_11-25-13 -- 210.835228874 227.463357299 236.526053362 254.153174611 226.612249279 247.386986542 240.143530293 236.461747293 259.487254579 -- 
2015-02-21_11-27-20 -- 210.024325215 226.47018817 236.126635642 254.401968095 225.527489136 247.703594551 239.438322141 234.628137167 260.047602443 -- 
2015-02-21_11-29-27 -- 235.709372803 242.519774189 246.78887069 255.900030666 243.64938069 252.403469703 249.024413969 247.808465881 261.370102479 -- 
2015-02-21_11-31-35 -- 236.961267558 242.551729398 246.375656444 255.769632836 242.20136027 251.453325554 247.40276034 245.138850744 260.439602587 -- 
2015-02-21_11-33-43 -- 215.600052889 229.675968361 238.49667741 255.221892949 229.357117093 248.906148081 241.834734347 237.613359318 260.572692291 -- 
2015-02-21_11-35-51 -- 214.680194612 229.333039311 238.003298952 255.029302085 228.048405161 248.519070426 241.389454505 237.023882137 259.934300638 -- 
2015-02-21_11-38-01 -- 212.711389777 228.000276076 237.018332588 254.705250094 226.884029215 248.485466314 240.755092593 236.028313915 260.224881319 -- 
2015-02-21_11-40-13 -- 219.184061513 232.353748851 240.312529143 255.597616727 233.515339735 250.22262184 244.153341956 240.407752563 261.782572935 -- 
2015-02-21_11-42-20 -- 235.983867543 242.492613593 246.535071947 256.148156191 241.835085086 252.167913547 248.379384079 246.397457992 259.977346496 -- 
2015-02-21_11-44-28 -- 234.397566984 241.51835007 245.823716419 256.217113795 241.047106908 252.050444773 248.020119605 246.050502586 260.078774967 -- 
2015-02-21_11-46-37 -- 244.004328222 248.038293229 250.341459732 256.769638328 247.502933442 254.047013149 251.866541154 250.5526127 260.90950142 -- 
2015-02-21_11-48-45 -- 240.904831711 245.680109903 248.692289536 256.857723598 245.26056066 253.314408092 249.960378694 248.209563304 261.038584523 -- 
2015-02-21_11-50-52 -- 241.524693346 246.169004069 248.990084184 256.750383541 246.439406819 253.720355413 250.798725116 249.160839019 260.535964476 -- 
2015-02-21_11-53-00 -- 246.646292312 249.778013544 252.090437305 257.152582854 249.917518394 254.956306443 253.000603598 251.907966424 260.725790591 -- 
2015-02-21_11-55-08 -- 250.299684035 252.370193112 253.612876471 257.566722767 252.140763154 255.917819217 254.274400445 253.994649691 261.360641188 -- 
2015-02-21_11-57-16 -- 251.852516439 253.584832251 254.661809779 257.869812601 252.939221202 256.329993626 254.942517576 254.440893289 261.790361886 -- 
2015-02-21_11-59-24 -- 251.312395647 253.051293312 254.113464462 257.719842532 252.406499772 255.824655137 254.486925258 253.884052184 260.97037739 -- 
2015-02-21_12-01-33 -- 250.851094198 252.753473811 253.779258009 257.527835098 251.942386846 255.552645868 254.199753854 253.765544958 261.386723965 -- 
2015-02-21_12-03-42 -- 250.180236388 252.463908863 253.868504898 257.962834976 251.684959204 255.961827843 254.539517399 253.777387121 260.841334745 -- 
2015-02-21_12-05-50 -- 250.151470279 252.500606154 253.608970116 257.789262983 251.71189018 255.860826453 254.254921029 253.622953168 262.011699079 -- 
2015-02-21_12-07-58 -- 249.863765263 252.212369317 253.696308825 257.741258965 251.489758184 255.911326487 254.204440611 253.291955565 262.059284372 -- 
2015-02-21_12-10-06 -- 250.354686567 252.619792973 254.288713742 258.19014959 251.897855049 256.323955803 254.372855898 253.535770816 262.124665248 -- 
2015-02-21_12-12-14 -- 246.062810324 249.376070071 251.272358192 257.580062733 248.74538274 254.683951732 251.895138833 250.884354271 261.176964689 -- 
2015-02-21_12-14-22 -- 245.291711237 249.076762261 251.453299978 257.654272142 248.525883023 254.764348894 251.942440168 250.778027396 261.350035465 -- 
2015-02-21_12-16-29 -- 245.57533673 249.45138068 252.06657554 258.07366778 249.011828287 255.529298728 252.886592528 251.543747098 261.205652873 -- 
2015-02-21_12-18-37 -- 241.62113611 246.246384167 249.037716055 257.522743735 245.987148646 253.883342861 250.543120577 248.893956953 261.119157425 -- 
2015-02-21_12-20-45 -- 241.317551843 246.22094626 249.446525438 257.454715019 246.143138666 254.012108897 250.865400295 248.941854027 261.128828506 -- 
2015-02-21_12-22-53 -- 238.15409958 243.947257659 247.82628802 257.308427705 243.546784687 253.33708782 249.354305256 247.134919285 260.639765606 -- 
2015-02-21_12-25-01 -- 235.389749629 242.225667152 246.757382581 257.167551008 241.979780215 253.187114373 248.441887507 246.272301533 261.098979264 -- 
2015-02-21_12-27-09 -- 232.354759088 240.379252129 245.58053732 257.092535546 240.493423245 252.748053232 247.64684304 245.023031793 260.928086903 -- 
2015-02-21_12-29-17 -- 231.393241892 239.549858981 244.39887623 257.00647565 239.070180442 251.833001384 246.819521077 243.931862465 260.163318273 -- 
2015-02-21_12-31-25 -- 236.575084437 243.225640837 247.296602657 257.760403127 242.792585505 253.269194908 248.798807266 246.367321961 261.754377709 -- 
2015-02-21_12-33-33 -- 239.466608975 245.45870387 249.121987044 257.966727075 245.109889462 254.640194411 251.007256683 248.334452909 262.802490219 -- 
2015-02-21_12-35-41 -- 241.317231542 249.254681897 252.048186158 257.893166701 242.920373843 254.432927739 252.426022662 252.001707959 262.611570453 -- 
2015-02-21_12-37-52 -- 244.910652913 251.613575852 254.450129683 258.780405572 244.944876832 256.566260031 254.69700933 254.1625991 262.940992721 -- 
2015-02-21_12-40-00 -- 243.390386421 250.480045666 254.340452564 258.821631287 245.306862139 257.443552575 255.571925322 255.100777966 262.361651725 -- 
2015-02-21_12-42-09 -- 245.80362325 251.777910582 254.413227654 258.569529645 241.327678084 256.286688119 254.338723117 253.844758171 262.90457674 -- 
2015-02-21_12-44-16 -- 241.935690799 250.842158293 254.613395845 258.846329932 242.389171375 256.795407646 255.111786776 254.408172096 263.761842213 -- 
2015-02-21_12-46-24 -- 241.96387443 249.914231336 253.848794229 258.388140103 244.639374886 256.875478352 255.802096584 254.927299989 262.955847011 -- 
2015-02-21_12-48-33 -- 245.224113283 251.102932841 253.960366946 258.502764007 240.868270757 255.405741671 252.829824995 250.892289849 262.238583973 -- 
2015-02-21_12-50-41 -- 236.413585581 245.762349924 250.338146892 257.837320055 241.08520515 255.509956532 253.571113785 252.82654672 261.625085977 -- 
2015-02-21_12-52-50 -- 243.690645532 250.252997228 253.20619682 258.574777509 243.39219266 255.897200726 253.32286876 252.427463347 263.834035244 -- 
2015-02-21_12-54-57 -- 249.366082312 254.429913736 255.460506785 258.82214351 248.268981897 257.233799071 255.825633152 255.182403348 263.776856571 -- 
2015-02-21_12-57-05 -- 253.073161847 255.687708932 256.86239468 259.300315586 253.594511687 258.08745261 257.258884202 256.966216623 263.367341482 -- 
2015-02-21_12-59-13 -- 254.990718139 256.656228071 257.785558727 259.669407494 254.844913622 258.589686395 258.133496689 257.593636571 263.65579819 -- 
2015-02-21_13-01-21 -- 255.66583361 256.966354635 257.620516317 259.623256464 255.418981931 258.769098968 258.093804115 257.699277354 263.634196811 -- 
2015-02-21_13-03-29 -- 255.49056034 256.896989521 257.492171793 259.363649031 255.703184 258.577530072 257.783844029 257.402822978 262.82820493 -- 
2015-02-21_13-05-37 -- 255.784727551 256.864964006 257.580137257 259.609240762 255.53651977 258.771139477 257.882964824 257.454465202 262.812960257 -- 
2015-02-21_13-07-45 -- 256.292670573 257.220442714 257.612446092 259.724001549 256.155471678 258.273225322 257.786715544 257.49357525 262.503690975 -- 
2015-02-21_13-09-53 -- 255.994478566 256.929391052 257.777726999 259.765881935 256.074359898 258.58819589 258.071137949 257.774602946 263.384248276 -- 
2015-02-21_13-12-01 -- 256.483534634 257.257952182 258.200430683 259.879469365 256.395797588 258.879152004 258.295416969 257.802483882 262.95344794 -- 
2015-02-21_13-14-11 -- 256.951538229 257.590030921 258.120740637 259.604672321 257.018452005 258.69571277 258.464456302 258.107061614 262.208059745 -- 
2015-02-21_13-16-18 -- 256.882567126 257.710631073 258.048285215 259.73491114 256.826298752 258.832085837 258.280273133 257.951837923 262.352681512 -- 
2015-02-21_13-18-27 -- 256.862801578 257.621865092 258.121421072 259.774566306 256.801483033 258.98271271 258.429800355 257.921496309 262.46621578 -- 
2015-02-21_13-20-36 -- 256.713592128 257.530315311 257.904557884 259.595826847 256.752389786 258.526609559 258.201571733 257.865419066 262.295441158 -- 
2015-02-21_13-22-43 -- 256.772366325 257.609274519 258.379834508 259.833808285 256.93089381 259.11284934 258.501408641 258.092566614 262.787532118 -- 
2015-02-21_13-24-51 -- 256.844169191 257.727062381 258.175748372 259.86585311 256.950180827 259.157347017 258.458585832 258.284165185 261.74160896 -- 
2015-02-21_13-26-59 -- 256.676040313 257.461918667 258.142347013 260.045265967 256.720732244 258.978584775 258.06797282 258.029636579 262.561966971 -- 
2015-02-21_13-29-08 -- 256.460633843 257.383379732 257.75614589 259.939529546 256.527318251 258.843254178 258.073277698 258.031576257 261.918024824 -- 
2015-02-21_13-31-17 -- 256.517355372 257.333098518 257.868546375 259.753972211 256.286657903 258.793273418 258.078228239 257.881173452 263.651502045 -- 
2015-02-21_13-33-24 -- 256.511462486 257.238884566 258.092710993 260.178727088 256.741624248 259.55398659 258.830158288 258.115624246 263.785894995 -- 
2015-02-21_13-35-32 -- 256.917039212 257.564031822 258.183063896 260.168552563 256.937606504 259.431210323 258.660165698 258.198509602 262.960096301 -- 
2015-02-21_13-42-56 -- 256.457893947 257.462819887 258.005839747 260.195664329 256.644679007 259.032370261 258.32851589 258.247364187 262.175558671 -- 
2015-02-21_13-45-03 -- 256.698935179 257.529256895 257.887687692 259.977886973 256.758445101 258.817690906 258.240633031 258.144010553 261.347825383 -- 
2015-02-21_13-47-11 -- 257.037757395 257.614619867 258.40725281 260.355782292 256.906746974 259.349900294 258.754819776 258.296702113 265.342743436 -- 
2015-02-21_13-49-20 -- 256.658211023 257.397006696 257.926591133 260.176011081 256.623931737 259.109228237 258.448179348 258.262846314 264.510243068 -- 
2015-02-21_13-51-27 -- 256.565554211 257.503185809 258.220552765 260.238182079 256.344218866 259.329506931 258.627296509 258.171833765 -- -- 
2015-02-21_13-53-34 -- 256.384632958 257.336283561 257.964264034 260.213334428 256.541345586 259.196355848 258.329792184 258.095436125 263.353544238 -- 
2015-02-21_13-55-42 -- 256.606645439 257.578451051 258.269963227 260.450882579 256.655987224 259.571015487 258.565243655 258.225391639 263.806456218 -- 
2015-02-21_13-57-50 -- 256.707288841 257.525830099 258.433893087 260.445927029 256.821855957 259.571468191 258.627849866 258.21185299 263.78620502 -- 
2015-02-21_13-59-58 -- 256.653943298 257.503553281 258.5236733 260.385628939 256.73802046 259.716401431 258.831954088 258.3053083 264.110952211 -- 
2015-02-21_14-02-06 -- 256.533327923 257.445613383 258.382023662 260.20489216 256.699422715 259.384816123 258.666382772 258.253723009 263.799550517 -- 
2015-02-21_14-04-14 -- 256.4632912 257.397240612 258.045643168 260.18496926 256.601147863 259.119552243 258.316506254 258.065578408 262.65489495 -- 
2015-02-21_14-06-22 -- 256.710568658 257.494078495 258.063530868 260.405313481 256.727753662 259.523727783 258.319282521 258.200971503 263.153330512 -- 
2015-02-21_14-08-29 -- 256.480716801 257.418318392 258.056070502 260.366165719 256.785033901 259.672627415 258.503030195 258.322151777 264.261243837 -- 
2015-02-21_14-10-39 -- 256.782310735 257.657953054 258.302829981 260.357554569 256.936218542 259.451891089 258.585277846 258.375442655 263.721006752 -- 
2015-02-21_14-12-46 -- 256.613009927 257.489942202 258.149451118 260.55195432 256.816651922 259.505318959 258.59756483 258.198683118 263.693323295 -- 
2015-02-21_14-14-54 -- 256.706264689 257.519870068 258.610569908 260.545478112 256.835407164 259.373784875 258.553601409 258.079871727 264.067725543 -- 
2015-02-21_14-17-02 -- 256.52794239 257.533343339 258.756435112 260.607125626 256.88066276 259.537107023 258.543134215 258.223800429 263.08209688 -- 
2015-02-21_14-19-10 -- 256.690254888 257.673270683 258.319456475 260.520731302 256.996051653 259.690483389 258.640983784 258.359071053 263.862166645 -- 
2015-02-21_14-21-18 -- 256.62761169 257.561532367 258.360535208 260.720650508 257.055198653 259.703843663 258.843765106 258.461222335 263.831791554 -- 
2015-02-21_14-23-27 -- 256.73463502 257.599700506 258.356563392 260.595674881 256.980717647 259.648915923 258.847601638 258.382268809 263.642636883 -- 
2015-02-21_14-25-35 -- 256.861579445 257.702952257 258.560394763 260.612828955 257.105776794 259.524141479 259.025587725 258.430934723 263.393471244 -- 
2015-02-21_14-27-43 -- 256.760635298 257.679295607 258.440227014 260.791374019 257.0802421 259.360777235 258.800506077 258.444638408 263.800865688 -- 
2015-02-21_14-29-51 -- 256.991827012 257.772985636 258.460008658 260.690517589 257.337876587 259.895619871 258.930049825 258.670861627 263.927598292 -- 
2015-02-21_14-31-59 -- 256.87824482 257.698012506 258.452218646 260.345329046 257.093503372 259.625889946 258.788911984 258.375297027 262.619217217 -- 
2015-02-21_14-34-07 -- 256.660408474 257.583407147 258.165714875 260.424542168 256.974135833 259.549366333 258.625627637 258.383676301 264.052566241 -- 
2015-02-21_14-36-15 -- 256.69445878 257.588842234 258.449132501 260.889575251 256.948350497 259.715602082 259.016510222 258.555058352 264.25965308 -- 
2015-02-21_14-38-24 -- 256.737730739 257.655517406 258.480714439 260.844438438 257.010581603 259.693607908 259.026713088 258.481458984 264.358005054 -- 
2015-02-21_14-40-33 -- 256.656312833 257.635097079 258.579677719 260.820468236 256.897766594 259.538851759 258.656908066 258.40505743 264.061149316 -- 
2015-02-21_14-42-40 -- 256.526827085 257.459152262 258.430315307 260.541019751 256.692612732 259.660557878 258.700106658 258.229671217 263.196373324 -- 
2015-02-21_14-44-48 -- 256.809637737 257.723282772 258.391264561 260.63755054 257.019894435 259.47346931 258.589415576 258.517787667 261.766296168 -- 
2015-02-21_14-46-55 -- 257.043348028 257.863034552 258.526077394 260.957987272 257.119472374 259.474808633 258.805702 258.523238712 263.720357711 -- 
2015-02-21_14-49-03 -- 257.020312265 257.959383122 259.179257029 261.209488211 257.215263764 259.974182548 259.029757798 258.505986695 264.349130072 -- 
2015-02-21_14-51-13 -- 256.974544247 257.880712263 258.825095614 261.03709231 257.254869919 260.046023226 259.18882027 258.632448426 263.568838735 -- 
2015-02-21_14-53-20 -- 257.205574237 258.043588231 258.790251573 261.079272853 257.313213598 260.046466138 259.330929378 258.841997434 -- -- 
2015-02-21_14-55-28 -- 257.273020127 258.156800958 258.785956272 260.96246955 257.480496053 260.042151415 259.387055867 258.749331393 262.991511565 -- 
2015-02-21_14-57-38 -- 257.320020583 258.169722849 259.094606298 261.271163896 257.475013025 260.115026086 259.203467918 258.817325107 263.521771552 -- 
2015-02-21_14-59-45 -- 257.454553964 258.259689848 258.960381004 261.285827164 257.558529596 259.89057956 259.190094207 258.791039446 263.702151852 -- 
2015-02-21_15-01-53 -- 257.640311751 258.407296006 259.026008742 261.277219312 257.696498855 259.899889752 259.377086259 259.000524075 264.033410164 -- 
2015-02-21_15-04-02 -- 257.648784762 258.472290351 259.24342724 261.34520305 257.757321916 260.093459872 259.255568098 259.011078606 263.544874069 -- 
2015-02-21_15-06-10 -- 257.654605059 258.523468134 259.096020055 261.229835557 257.753573371 260.20837668 259.205511185 259.035495065 263.766573311 -- 
