Date open F0008 F0009 F0034 F0011 F0007 F0036 F0035 F0010 F0014 blank  
2015-02-21_10-33-53 -- 2.9935386306 4.98881253001 2.54401756273 4.51966323111 2.95892210997 3.44231907748 2.90886955023 4.29656121995 5.63517786651 -- 
2015-02-21_10-36-01 -- 2.97453322252 4.9508073294 2.51096029346 4.49588647921 2.93759667055 3.42731227318 2.90140534735 4.30464472444 5.6160242527 -- 
2015-02-21_10-38-09 -- 2.78406395681 4.80625622491 2.49015091916 4.50930545149 2.8443805789 3.43578108812 2.88282969669 4.23620706225 -- -- 
2015-02-21_10-40-17 -- 2.53185593535 4.60061033831 2.42567704991 4.48878935448 2.64107776101 3.37900057859 2.82220355334 4.12115748098 5.64948686483 -- 
2015-02-21_10-42-25 -- 2.2294133752 4.37564688163 2.3746557536 4.49380129345 2.49981092884 3.37143932492 2.77735307835 4.03950220101 5.66308084792 -- 
2015-02-21_10-44-33 -- 2.27871041061 4.40449585109 2.36941055353 4.50105951462 2.54624035048 3.38387364698 2.79677548798 4.0548557283 5.61132738843 -- 
2015-02-21_10-46-44 -- 2.30763020962 4.42789418036 2.39117543717 4.50871279495 2.5772820939 3.37516568436 2.79594814391 4.08110228972 5.60281568787 -- 
2015-02-21_10-48-51 -- 2.50607634765 4.56419270121 2.42546760743 4.51125069828 2.72862587365 3.39909727415 2.83141692258 4.16081752115 5.65786802983 -- 
2015-02-21_10-50-59 -- 3.00861946482 4.9720924266 2.51546640716 4.53458522168 3.05787297772 3.4517472572 2.92348469636 4.32893980592 5.66996999237 -- 
2015-02-21_10-53-07 -- 3.52821556254 5.36999311402 2.61793996755 4.55014665348 3.23306743262 3.47421856376 2.93839652226 4.3460568922 5.64588426251 -- 
2015-02-21_10-55-16 -- 2.94173874094 4.93858644946 2.51062534692 4.52452857905 3.04296136832 3.45824362786 2.90945325645 4.31505579756 5.67143184162 -- 
2015-02-21_10-57-23 -- 2.94550973105 4.94499311235 2.51992424576 4.53541297274 3.10627533014 3.46683570344 2.94119651843 4.35858337947 5.66076542691 -- 
2015-02-21_10-59-32 -- 3.30223203123 5.21114173761 2.59357635725 4.56703619513 3.29217844119 3.50607459571 2.98469158587 4.42346177804 5.69357177795 -- 
2015-02-21_11-01-40 -- 2.81330522536 4.84371785175 2.52476274469 4.54668895386 2.85073147626 3.47273669148 2.91925893696 4.27551998292 5.6585941485 -- 
2015-02-21_11-03-47 -- 1.89893393511 4.11104680475 2.33850556197 4.51525932203 2.20490455104 3.38816310219 2.75203540938 3.95793038207 5.68342828648 -- 
2015-02-21_11-05-55 -- 1.74917546579 4.02605056842 2.32254259109 4.51390691253 2.29638982007 3.39589268052 2.77641953073 4.00635339769 5.64812924859 -- 
2015-02-21_11-08-03 -- 1.72771010557 4.00962777865 2.32264181269 4.52764076639 2.15702229731 3.40012050576 2.7589509161 3.96053973452 5.65640475478 -- 
2015-02-21_11-10-13 -- 1.22115405398 3.59737704382 2.24693702644 4.52472224708 1.82956658901 3.36553991972 2.70127660896 3.82115070092 5.66951266657 -- 
2015-02-21_11-12-21 -- 1.58715272033 3.89974538571 2.2983398528 4.52029076444 2.10540341218 3.38886961198 2.76022247654 3.95651674606 5.70411862406 -- 
2015-02-21_11-14-29 -- 1.55282319236 3.89626844667 2.3100322938 4.53297641111 2.17673637728 3.4027373682 2.77885287936 4.00237348127 5.6447953771 -- 
2015-02-21_11-16-39 -- 2.05241059666 4.31043545099 2.40274740758 4.53660330238 2.43625701468 3.42616822203 2.83100415042 4.12156711508 5.66333266588 -- 
2015-02-21_11-18-46 -- 1.41943089299 3.7752733939 2.28363608569 4.52621382716 1.91493103981 3.38856120103 2.72938420119 3.87151567247 5.72806424148 -- 
2015-02-21_11-20-54 -- 1.49818965432 3.96657942013 2.31740099377 4.53589300106 1.95973629686 3.3917586058 2.76135145796 3.99002020037 5.73643441434 -- 
2015-02-21_11-23-02 -- 1.7477120334 4.05130448283 2.32782732468 4.53152698504 2.11655041673 3.38082252512 2.75711695562 3.9560904524 5.7040096784 -- 
2015-02-21_11-25-13 -- 2.28304021565 4.49455427896 2.4411910839 4.5417504342 2.57417723057 3.43141056785 2.86580392311 4.22054259147 5.71070944538 -- 
2015-02-21_11-27-20 -- 2.22988320696 4.39852959426 2.42652320306 4.55298855266 2.48952737072 3.44389806128 2.83860289557 4.11133682862 5.73444292832 -- 
2015-02-21_11-29-27 -- 4.34825989572 6.10420344198 2.83296128958 4.62096118997 4.20429649618 3.63159159127 3.21795560267 4.92475344304 5.79057155105 -- 
2015-02-21_11-31-35 -- 4.47589045513 6.10793867272 2.81667609034 4.61502871607 4.04209406533 3.59335453375 3.15238147025 4.75478475703 5.75107300819 -- 
2015-02-21_11-33-43 -- 2.61220687478 4.71287965934 2.51432678265 4.59015746539 2.79831060897 3.49156288383 2.93153788755 4.28979299869 5.7567191602 -- 
2015-02-21_11-35-51 -- 2.54640510702 4.6786798048 2.49592074989 4.58142665145 2.68978421937 3.47621122055 2.91417011202 4.25431000704 5.7296388428 -- 
2015-02-21_11-38-01 -- 2.40918784374 4.54695987021 2.45938418758 4.56673624731 2.59591806425 3.47487937441 2.88950564775 4.1946381652 5.74196374667 -- 
2015-02-21_11-40-13 -- 2.87994912646 4.98541338625 2.5825948894 4.60720281066 3.16454236139 3.5440391881 3.02267008862 4.45998674021 5.8081030135 -- 
2015-02-21_11-42-20 -- 4.37612062821 6.1010286514 2.82294149934 4.63224970764 4.00212715886 3.62208151283 3.19181600781 4.83459626498 5.7314624141 -- 
2015-02-21_11-44-28 -- 4.21698442577 5.98810209598 2.79498353265 4.63538694684 3.91630175761 3.61735917905 3.17727984435 4.81255229116 5.73576538078 -- 
2015-02-21_11-46-37 -- 5.23814701879 6.7674121637 2.97481946401 4.6605462401 4.65796232651 3.69810814143 3.33426036199 5.10225148011 5.77100783535 -- 
2015-02-21_11-48-45 -- 4.89322041069 6.47911868528 2.90856709917 4.66456782705 4.38987645059 3.66838487652 3.25604782261 4.95056289177 5.7764840127 -- 
2015-02-21_11-50-52 -- 4.96110413823 6.53837684013 2.92047558397 4.65966715102 4.52934315206 3.68485497818 3.29036435936 5.01189921977 5.75516103196 -- 
2015-02-21_11-53-00 -- 5.54364967398 6.98462962317 3.04577708978 4.67802980702 4.9593958837 3.73510048728 3.38113803069 5.19088308344 5.76321415007 -- 
2015-02-21_11-55-08 -- 5.98463974181 7.31563055179 3.10819261452 4.69693761846 5.24922302552 3.77435990835 3.43410141983 5.32864696403 5.79016941254 -- 
2015-02-21_11-57-16 -- 6.17839287971 7.47376982717 3.15150712581 4.71079547411 5.35646026464 3.79123341933 3.46203988043 5.3582608713 5.80843407162 -- 
2015-02-21_11-59-24 -- 6.11052383096 7.40407388536 3.12883130662 4.70392839512 5.28483263411 3.77054597645 3.44296741628 5.32131051423 5.77359041665 -- 
2015-02-21_12-01-33 -- 6.05295324984 7.36540094196 3.11505234226 4.69516217811 5.2230791236 3.75941051711 3.43099365297 5.31344937581 5.79127802338 -- 
2015-02-21_12-03-42 -- 5.9698415238 7.32779988223 3.11873189331 4.71505727221 5.18915287959 3.77616152442 3.44516908145 5.31423492186 5.76811595568 -- 
2015-02-21_12-05-50 -- 5.96627772701 7.33256515868 3.10803155982 4.70710511241 5.19270209783 3.77202675034 3.43329043191 5.30399059568 5.81784169007 -- 
2015-02-21_12-07-58 -- 5.9308087656 7.29513655899 3.11163243868 4.70490617546 5.16342744713 3.77409411032 3.43118877703 5.28203611466 5.81986423438 -- 
2015-02-21_12-10-06 -- 5.99145393603 7.34804199986 3.1360566416 4.72547163752 5.21721030318 3.7909862442 3.43820042276 5.2982073826 5.82264315431 -- 
2015-02-21_12-12-14 -- 5.47542103913 6.9341732129 3.01249301373 4.69754666276 4.81135397958 3.72400051144 3.33543769177 5.12386418224 5.78236250758 -- 
2015-02-21_12-14-22 -- 5.38568607597 6.89660077124 3.01985474691 4.70093473876 4.78414759433 3.72727714491 3.33738502708 5.11693707006 5.78971863155 -- 
2015-02-21_12-16-29 -- 5.41844528263 6.94362703718 3.04480625851 4.72013505093 4.84479454751 3.75845473667 3.37641778499 5.1670096984 5.7835818575 -- 
2015-02-21_12-18-37 -- 4.97171010723 6.54775596995 2.92238736714 4.6949297288 4.47559112238 3.69146770772 3.2799013695 4.99461878438 5.77990549311 -- 
2015-02-21_12-20-45 -- 4.93832444727 6.54467267798 2.93879560156 4.69182383608 4.49413093149 3.69669200553 3.29309366035 4.99772008788 5.78031654849 -- 
2015-02-21_12-22-53 -- 4.59966913086 6.27200189631 2.87404829304 4.68514499918 4.19261426647 3.66930503886 3.23138163374 4.88165742296 5.75956465554 -- 
2015-02-21_12-25-01 -- 4.31602468608 6.06982539538 2.8317149305 4.67871318727 4.01789748779 3.66324070936 3.19434495269 4.82664439086 5.77904784946 -- 
2015-02-21_12-27-09 -- 4.018000304 5.85758536901 2.78542601484 4.67528831039 3.85728264632 3.64550831299 3.16219894742 4.74747355862 5.77179629951 -- 
2015-02-21_12-29-17 -- 3.92649595485 5.76361057737 2.73929975584 4.6713591931 3.70767956504 3.60861778995 3.12892246165 4.67878719264 5.73935201706 -- 
2015-02-21_12-31-25 -- 4.43612810115 6.1867118945 2.853058284 4.70578290494 4.10796504538 3.66655570229 3.20878624686 4.83268155814 5.80690461603 -- 
2015-02-21_12-33-33 -- 4.73835410189 6.45236594975 2.92576972135 4.71523558782 4.37234649332 3.72221715617 3.29890045061 4.95859917346 5.85150181522 -- 
2015-02-21_12-35-41 -- 4.93828922324 6.91893522067 3.04405807465 4.71186543668 4.12220250097 3.71376988148 3.35734943535 5.19702753431 5.84337187949 -- 
2015-02-21_12-37-52 -- 5.34180999078 7.21820551799 3.14272274741 4.75251407569 4.35314797099 3.80090564473 3.45176216716 5.33978783359 5.85739966681 -- 
2015-02-21_12-40-00 -- 5.16851850542 7.07350181789 3.13818977631 4.75440282206 4.39526343214 3.83696684561 3.48840054123 5.40229175336 5.83272959115 -- 
2015-02-21_12-42-09 -- 5.44512733753 7.23930823525 3.14119137344 4.74285284498 3.94682484581 3.78946058741 3.43677937025 5.31870395861 5.85584896521 -- 
2015-02-21_12-44-16 -- 5.00630220246 7.11948002816 3.14949802659 4.75553438466 4.06301891897 3.81031600117 3.46912599805 5.35607783862 5.89239028744 -- 
2015-02-21_12-46-24 -- 5.00940160261 7.00172919377 3.11791924411 4.73454252603 4.31760411036 3.81360840052 3.49808878421 5.39071641512 5.85803220699 -- 
2015-02-21_12-48-33 -- 5.37790266491 7.1526323125 3.12251926449 4.73979399305 3.89723897611 3.7534174834 3.37406751577 5.12438117889 5.82748899748 -- 
2015-02-21_12-50-41 -- 4.41973625186 6.48908687928 2.97468558598 4.7093068358 3.92039770927 3.75766482112 3.40482143586 5.25134618004 5.80140925726 -- 
2015-02-21_12-52-50 -- 5.20257156305 7.04467299479 3.09145036701 4.74309327463 4.17501144057 3.77351583282 3.3944862329 5.22502987182 5.89547018505 -- 
2015-02-21_12-54-57 -- 5.870027897 7.58475406555 3.18465174762 4.75442628946 4.75230540742 3.8283420647 3.49907947257 5.40773821649 5.89303082968 -- 
2015-02-21_12-57-05 -- 6.33334566977 7.75194645356 3.24324891255 4.77640393868 5.44536805084 3.86350489103 3.55954938027 5.52745339153 5.87556010537 -- 
2015-02-21_12-59-13 -- 6.58174051502 7.88193017229 3.28206340124 4.79337207361 5.6180441442 3.8842462242 3.59664953912 5.56980358293 5.88786623952 -- 
2015-02-21_13-01-21 -- 6.67043121139 7.92398676427 3.27511502388 4.79125038823 5.69833732966 3.89165563405 3.59496086192 5.57693422548 5.88694468194 -- 
2015-02-21_13-03-29 -- 6.6472130231 7.91458008763 3.2697203211 4.7793155453 5.73858920686 3.88374419039 3.58177394849 5.55692386461 5.85259682467 -- 
2015-02-21_13-05-37 -- 6.68621713754 7.91023707364 3.27341777166 4.79060604919 5.7148210923 3.89173990334 3.58599093449 5.56040966082 5.85194766083 -- 
2015-02-21_13-07-45 -- 6.75365834613 7.95844391775 3.27477580827 4.79588190729 5.80309030178 3.87117696297 3.58189611397 5.5630495482 5.83877804801 -- 
2015-02-21_13-09-53 -- 6.71406644615 7.91897409357 3.28173213384 4.79780725983 5.79152288825 3.88418466911 3.59399655461 5.58203055156 5.87628138266 -- 
2015-02-21_13-12-01 -- 6.77899997376 7.96353061642 3.29961170659 4.80302917556 5.83736336542 3.89620492248 3.60353826063 5.58392317546 5.85793004733 -- 
2015-02-21_13-14-11 -- 6.84171077752 8.00856416608 3.29624096714 4.79039602587 5.92723080369 3.88862491884 3.61072985449 5.60459863223 5.82618918435 -- 
2015-02-21_13-16-18 -- 6.83242970899 8.02491888043 3.29317623876 4.79638345015 5.89929558605 3.89425687611 3.60289398267 5.59406168096 5.83234761257 -- 
2015-02-21_13-18-27 -- 6.82976996601 8.01288123167 3.29626974829 4.79820650341 5.89568787979 3.90050024208 3.60925545507 5.59200202042 5.83718224191 -- 
2015-02-21_13-20-36 -- 6.80969165689 8.00046606897 3.28709684231 4.78998937594 5.88855070916 3.8816412667 3.59954571756 5.58819536455 5.82991014679 -- 
2015-02-21_13-22-43 -- 6.81760058282 8.01117381078 3.30720015177 4.80093001448 5.91450160341 3.90589783387 3.6123019514 5.6036146773 5.85086485447 -- 
2015-02-21_13-24-51 -- 6.82726270638 8.02714714747 3.29856769116 4.80240320017 5.91730554778 3.90774343491 3.61048010175 5.61662084145 5.80636189876 -- 
2015-02-21_13-26-59 -- 6.80463851211 7.99119072754 3.29715487632 4.81066361722 5.88394833938 3.90032903043 3.59386189767 5.59934283772 5.84125961458 -- 
2015-02-21_13-29-08 -- 6.77595936294 7.98053997939 3.28081929342 4.80579030154 5.8561196287 3.89471810809 3.59408758788 5.59947450762 5.81386020083 -- 
2015-02-21_13-31-17 -- 6.78349046057 7.97372129076 3.28557362305 4.79725973821 5.82179887064 3.89265399445 3.59429820327 5.58926480957 5.88768295749 -- 
2015-02-21_13-33-24 -- 6.78270804339 7.96094483689 3.29505536582 4.81682008539 5.88698561661 3.92419459478 3.62628824616 5.60517988393 5.89341642674 -- 
2015-02-21_13-35-32 -- 6.8370684312 8.00503840066 3.29887712409 4.81635074168 5.91547749412 3.91910228394 3.61905609704 5.61080633791 5.85821315448 -- 
2015-02-21_13-42-56 -- 6.77559557821 7.99131294299 3.29138087508 4.81760138845 5.87289172865 3.90255985584 3.60494641808 5.61412270263 5.82480630595 -- 
2015-02-21_13-45-03 -- 6.80771935055 8.00032253597 3.28638326483 4.80755547132 5.88943103022 3.89366239187 3.60120753779 5.60710681354 5.78962469518 -- 
2015-02-21_13-47-11 -- 6.85331282455 8.01189869905 3.30835989449 4.82498751815 5.91099113933 3.91572984108 3.62308305146 5.61747187779 5.95990771102 -- 
2015-02-21_13-49-20 -- 6.80223932094 7.98238794641 3.2880288074 4.81669479786 5.86989775255 3.90574764379 3.61003736926 5.61517366607 5.9243262149 -- 
2015-02-21_13-51-27 -- 6.78988997357 7.99678700839 3.30046283292 4.81956270256 5.83000768406 3.91488399894 3.61765771329 5.608995519 -- -- 
2015-02-21_13-53-34 -- 6.76586848412 7.97415321775 3.28962230044 4.8184164978 5.85812007775 3.90936137864 3.60500071664 5.60380946653 5.87497148762 -- 
2015-02-21_13-55-42 -- 6.79534578636 8.00699380765 3.30255280272 4.82937442789 5.87453571591 3.92490089116 3.61501774235 5.61263115415 5.89429360921 -- 
2015-02-21_13-57-50 -- 6.80884345756 7.9998578245 3.30948672822 4.82914583182 5.89864969307 3.92491966767 3.61768125525 5.61171211863 5.89342965301 -- 
2015-02-21_13-59-58 -- 6.80166503629 7.99683684168 3.31328426279 4.8263643231 5.88646169825 3.93093096878 3.62636464652 5.61805608611 5.90728401101 -- 
2015-02-21_14-02-06 -- 6.78561118683 7.98897955078 3.3072927489 4.81802706185 5.88085036264 3.91717802206 3.61932059567 5.61455435455 5.89399899832 -- 
2015-02-21_14-04-14 -- 6.77631218868 7.98241966802 3.29306448513 4.81710803241 5.86664852667 3.9061758458 3.60443548122 5.60178265406 5.84521676637 -- 
2015-02-21_14-06-22 -- 6.80928480486 7.99555195594 3.29382110127 4.82727235723 5.88496911243 3.92293957005 3.60455359449 5.61097345754 5.86644164622 -- 
2015-02-21_14-08-29 -- 6.77862584113 7.98527804808 3.29350554177 4.82546649837 5.89329650681 3.92911538257 3.61237093865 5.61919946114 5.91369574926 -- 
2015-02-21_14-10-39 -- 6.8189387484 8.01777515844 3.30394300476 4.82506927205 5.91527571236 3.91996004652 3.61587007515 5.62281697193 5.89064816585 -- 
